hex_id,north_east_neighbor,north_neighbor,north_west_neighbor,south_east_neighbor,south_neighbor,south_west_neighbor,east,north_east,north_west,south_east,south_west,west
83,134.0,84.0,94.0,,82.0,93.0,"[-74.07333323697493, 40.57619583730262]","[-74.07999990674993, 40.58774284807021]","[-74.09333324629993, 40.58774284807021]","[-74.07999990674993, 40.564648826535034]","[-74.09333324629993, 40.564648826535034]","[-74.09999991607494, 40.57619583730262]"
84,104.0,85.0,95.0,134.0,83.0,94.0,"[-74.07333323697493, 40.59928985883779]","[-74.07999990674993, 40.61083686960538]","[-74.09333324629993, 40.61083686960538]","[-74.07999990674993, 40.58774284807021]","[-74.09333324629993, 40.58774284807021]","[-74.09999991607494, 40.59928985883779]"
85,105.0,86.0,96.0,104.0,84.0,95.0,"[-74.07333323697493, 40.62238388037297]","[-74.07999990674993, 40.63393089114056]","[-74.09333324629993, 40.63393089114056]","[-74.07999990674993, 40.61083686960538]","[-74.09333324629993, 40.61083686960538]","[-74.09999991607494, 40.62238388037297]"
86,107.0,,98.0,105.0,85.0,96.0,"[-74.07333323697493, 40.645477901908144]","[-74.07999990674993, 40.65702491267573]","[-74.09333324629993, 40.65702491267573]","[-74.07999990674993, 40.63393089114056]","[-74.09333324629993, 40.63393089114056]","[-74.09999991607494, 40.645477901908144]"
87,108.0,121.0,99.0,106.0,,97.0,"[-73.81333311574986, 40.58774284807021]","[-73.81999978552486, 40.59928985883779]","[-73.83333312507486, 40.59928985883779]","[-73.81999978552486, 40.57619583730262]","[-73.83333312507486, 40.57619583730262]","[-73.83999979484986, 40.58774284807021]"
88,78.0,89.0,70.0,77.0,56.0,69.0,"[-73.85333313439986, 40.795589041886785]","[-73.85999980417486, 40.80713605265437]","[-73.87333314372486, 40.80713605265437]","[-73.85999980417486, 40.78404203111919]","[-73.87333314372486, 40.78404203111919]","[-73.87999981349986, 40.795589041886785]"
89,79.0,90.0,71.0,78.0,88.0,70.0,"[-73.85333313439986, 40.81868306342196]","[-73.85999980417486, 40.830230074189544]","[-73.87333314372486, 40.830230074189544]","[-73.85999980417486, 40.80713605265437]","[-73.87333314372486, 40.80713605265437]","[-73.87999981349986, 40.81868306342196]"
90,80.0,91.0,72.0,79.0,89.0,71.0,"[-73.85333313439986, 40.84177708495713]","[-73.85999980417486, 40.85332409572472]","[-73.87333314372486, 40.85332409572472]","[-73.85999980417486, 40.830230074189544]","[-73.87333314372486, 40.830230074189544]","[-73.87999981349986, 40.84177708495713]"
91,81.0,,73.0,80.0,90.0,72.0,"[-73.85333313439986, 40.86487110649231]","[-73.85999980417486, 40.876418117259895]","[-73.87333314372486, 40.876418117259895]","[-73.85999980417486, 40.85332409572472]","[-73.87333314372486, 40.85332409572472]","[-73.87999981349986, 40.86487110649231]"
92,82.0,93.0,42.0,,,41.0,"[-74.09333324629993, 40.541554804999855]","[-74.09999991607494, 40.55310181576744]","[-74.11333325562495, 40.55310181576744]","[-74.09999991607494, 40.53000779423227]","[-74.11333325562495, 40.53000779423227]","[-74.11999992539995, 40.541554804999855]"
93,83.0,94.0,43.0,82.0,92.0,42.0,"[-74.09333324629993, 40.564648826535034]","[-74.09999991607494, 40.57619583730262]","[-74.11333325562495, 40.57619583730262]","[-74.09999991607494, 40.55310181576744]","[-74.11333325562495, 40.55310181576744]","[-74.11999992539995, 40.564648826535034]"
94,84.0,95.0,44.0,83.0,93.0,43.0,"[-74.09333324629993, 40.58774284807021]","[-74.09999991607494, 40.59928985883779]","[-74.11333325562495, 40.59928985883779]","[-74.09999991607494, 40.57619583730262]","[-74.11333325562495, 40.57619583730262]","[-74.11999992539995, 40.58774284807021]"
95,85.0,96.0,45.0,84.0,94.0,44.0,"[-74.09333324629993, 40.61083686960538]","[-74.09999991607494, 40.62238388037297]","[-74.11333325562495, 40.62238388037297]","[-74.09999991607494, 40.59928985883779]","[-74.11333325562495, 40.59928985883779]","[-74.11999992539995, 40.61083686960538]"
96,86.0,98.0,46.0,85.0,95.0,45.0,"[-74.09333324629993, 40.63393089114056]","[-74.09999991607494, 40.645477901908144]","[-74.11333325562495, 40.645477901908144]","[-74.09999991607494, 40.62238388037297]","[-74.11333325562495, 40.62238388037297]","[-74.11999992539995, 40.63393089114056]"
97,87.0,99.0,48.0,,,47.0,"[-73.83333312507486, 40.57619583730262]","[-73.83999979484986, 40.58774284807021]","[-73.85333313439986, 40.58774284807021]","[-73.83999979484986, 40.564648826535034]","[-73.85333313439986, 40.564648826535034]","[-73.85999980417486, 40.57619583730262]"
98,,,,86.0,96.0,46.0,"[-74.09333324629993, 40.65702491267573]","[-74.09999991607494, 40.66857192344332]","[-74.11333325562495, 40.66857192344332]","[-74.09999991607494, 40.645477901908144]","[-74.11333325562495, 40.645477901908144]","[-74.11999992539995, 40.65702491267573]"
99,121.0,100.0,49.0,87.0,97.0,48.0,"[-73.83333312507486, 40.59928985883779]","[-73.83999979484986, 40.61083686960538]","[-73.85333313439986, 40.61083686960538]","[-73.83999979484986, 40.58774284807021]","[-73.85333313439986, 40.58774284807021]","[-73.85999980417486, 40.59928985883779]"
100,122.0,101.0,50.0,121.0,99.0,49.0,"[-73.83333312507486, 40.62238388037297]","[-73.83999979484986, 40.63393089114056]","[-73.85333313439986, 40.63393089114056]","[-73.83999979484986, 40.61083686960538]","[-73.85333313439986, 40.61083686960538]","[-73.85999980417486, 40.62238388037297]"
101,123.0,102.0,51.0,122.0,100.0,50.0,"[-73.83333312507486, 40.645477901908144]","[-73.83999979484986, 40.65702491267573]","[-73.85333313439986, 40.65702491267573]","[-73.83999979484986, 40.63393089114056]","[-73.85333313439986, 40.63393089114056]","[-73.85999980417486, 40.645477901908144]"
102,124.0,103.0,52.0,123.0,101.0,51.0,"[-73.83333312507486, 40.66857192344332]","[-73.83999979484986, 40.68011893421091]","[-73.85333313439986, 40.68011893421091]","[-73.83999979484986, 40.65702491267573]","[-73.85333313439986, 40.65702491267573]","[-73.85999980417486, 40.66857192344332]"
103,125.0,74.0,53.0,124.0,102.0,52.0,"[-73.83333312507486, 40.691665944978496]","[-73.83999979484986, 40.70321295574608]","[-73.85333313439986, 40.70321295574608]","[-73.83999979484986, 40.68011893421091]","[-73.85333313439986, 40.68011893421091]","[-73.85999980417486, 40.691665944978496]"
104,151.0,105.0,85.0,150.0,134.0,84.0,"[-74.05333322764993, 40.61083686960538]","[-74.05999989742493, 40.62238388037297]","[-74.07333323697493, 40.62238388037297]","[-74.05999989742493, 40.59928985883779]","[-74.07333323697493, 40.59928985883779]","[-74.07999990674993, 40.61083686960538]"
105,152.0,107.0,86.0,151.0,104.0,85.0,"[-74.05333322764993, 40.63393089114056]","[-74.05999989742493, 40.645477901908144]","[-74.07333323697493, 40.645477901908144]","[-74.05999989742493, 40.62238388037297]","[-74.07333323697493, 40.62238388037297]","[-74.07999990674993, 40.63393089114056]"
106,153.0,108.0,87.0,,,,"[-73.79333310642484, 40.57619583730262]","[-73.79999977619984, 40.58774284807021]","[-73.81333311574986, 40.58774284807021]","[-73.79999977619984, 40.564648826535034]","[-73.81333311574986, 40.564648826535034]","[-73.81999978552486, 40.57619583730262]"
107,,,,152.0,105.0,86.0,"[-74.05333322764993, 40.65702491267573]","[-74.05999989742493, 40.66857192344332]","[-74.07333323697493, 40.66857192344332]","[-74.05999989742493, 40.645477901908144]","[-74.07333323697493, 40.645477901908144]","[-74.07999990674993, 40.65702491267573]"
108,155.0,109.0,121.0,153.0,106.0,87.0,"[-73.79333310642484, 40.59928985883779]","[-73.79999977619984, 40.61083686960538]","[-73.81333311574986, 40.61083686960538]","[-73.79999977619984, 40.58774284807021]","[-73.81333311574986, 40.58774284807021]","[-73.81999978552486, 40.59928985883779]"
109,156.0,110.0,122.0,155.0,108.0,121.0,"[-73.79333310642484, 40.62238388037297]","[-73.79999977619984, 40.63393089114056]","[-73.81333311574986, 40.63393089114056]","[-73.79999977619984, 40.61083686960538]","[-73.81333311574986, 40.61083686960538]","[-73.81999978552486, 40.62238388037297]"
110,157.0,111.0,123.0,156.0,109.0,122.0,"[-73.79333310642484, 40.645477901908144]","[-73.79999977619984, 40.65702491267573]","[-73.81333311574986, 40.65702491267573]","[-73.79999977619984, 40.63393089114056]","[-73.81333311574986, 40.63393089114056]","[-73.81999978552486, 40.645477901908144]"
111,158.0,112.0,124.0,157.0,110.0,123.0,"[-73.79333310642484, 40.66857192344332]","[-73.79999977619984, 40.68011893421091]","[-73.81333311574986, 40.68011893421091]","[-73.79999977619984, 40.65702491267573]","[-73.81333311574986, 40.65702491267573]","[-73.81999978552486, 40.66857192344332]"
112,159.0,113.0,125.0,158.0,111.0,124.0,"[-73.79333310642484, 40.691665944978496]","[-73.79999977619984, 40.70321295574608]","[-73.81333311574986, 40.70321295574608]","[-73.79999977619984, 40.68011893421091]","[-73.81333311574986, 40.68011893421091]","[-73.81999978552486, 40.691665944978496]"
113,160.0,114.0,126.0,159.0,112.0,125.0,"[-73.79333310642484, 40.71475996651367]","[-73.79999977619984, 40.726306977281254]","[-73.81333311574986, 40.726306977281254]","[-73.79999977619984, 40.70321295574608]","[-73.81333311574986, 40.70321295574608]","[-73.81999978552486, 40.71475996651367]"
114,161.0,115.0,127.0,160.0,113.0,126.0,"[-73.79333310642484, 40.73785398804885]","[-73.79999977619984, 40.749400998816434]","[-73.81333311574986, 40.749400998816434]","[-73.79999977619984, 40.726306977281254]","[-73.81333311574986, 40.726306977281254]","[-73.81999978552486, 40.73785398804885]"
115,162.0,116.0,128.0,161.0,114.0,127.0,"[-73.79333310642484, 40.76094800958402]","[-73.79999977619984, 40.772495020351606]","[-73.81333311574986, 40.772495020351606]","[-73.79999977619984, 40.749400998816434]","[-73.81333311574986, 40.749400998816434]","[-73.81999978552486, 40.76094800958402]"
116,133.0,117.0,129.0,162.0,115.0,128.0,"[-73.79333310642484, 40.78404203111919]","[-73.79999977619984, 40.795589041886785]","[-73.81333311574986, 40.795589041886785]","[-73.79999977619984, 40.772495020351606]","[-73.81333311574986, 40.772495020351606]","[-73.81999978552486, 40.78404203111919]"
117,135.0,118.0,130.0,133.0,116.0,129.0,"[-73.79333310642484, 40.80713605265437]","[-73.79999977619984, 40.81868306342196]","[-73.81333311574986, 40.81868306342196]","[-73.79999977619984, 40.795589041886785]","[-73.81333311574986, 40.795589041886785]","[-73.81999978552486, 40.80713605265437]"
118,136.0,119.0,131.0,135.0,117.0,130.0,"[-73.79333310642484, 40.830230074189544]","[-73.79999977619984, 40.84177708495713]","[-73.81333311574986, 40.84177708495713]","[-73.79999977619984, 40.81868306342196]","[-73.81333311574986, 40.81868306342196]","[-73.81999978552486, 40.830230074189544]"
119,137.0,120.0,132.0,136.0,118.0,131.0,"[-73.79333310642484, 40.85332409572472]","[-73.79999977619984, 40.86487110649231]","[-73.81333311574986, 40.86487110649231]","[-73.79999977619984, 40.84177708495713]","[-73.81333311574986, 40.84177708495713]","[-73.81999978552486, 40.85332409572472]"
120,,,,137.0,119.0,132.0,"[-73.79333310642484, 40.876418117259895]","[-73.79999977619984, 40.88796512802748]","[-73.81333311574986, 40.88796512802748]","[-73.79999977619984, 40.86487110649231]","[-73.81333311574986, 40.86487110649231]","[-73.81999978552486, 40.876418117259895]"
121,109.0,122.0,100.0,108.0,87.0,99.0,"[-73.81333311574986, 40.61083686960538]","[-73.81999978552486, 40.62238388037297]","[-73.83333312507486, 40.62238388037297]","[-73.81999978552486, 40.59928985883779]","[-73.83333312507486, 40.59928985883779]","[-73.83999979484986, 40.61083686960538]"
122,110.0,123.0,101.0,109.0,121.0,100.0,"[-73.81333311574986, 40.63393089114056]","[-73.81999978552486, 40.645477901908144]","[-73.83333312507486, 40.645477901908144]","[-73.81999978552486, 40.62238388037297]","[-73.83333312507486, 40.62238388037297]","[-73.83999979484986, 40.63393089114056]"
123,111.0,124.0,102.0,110.0,122.0,101.0,"[-73.81333311574986, 40.65702491267573]","[-73.81999978552486, 40.66857192344332]","[-73.83333312507486, 40.66857192344332]","[-73.81999978552486, 40.645477901908144]","[-73.83333312507486, 40.645477901908144]","[-73.83999979484986, 40.65702491267573]"
124,112.0,125.0,103.0,111.0,123.0,102.0,"[-73.81333311574986, 40.68011893421091]","[-73.81999978552486, 40.691665944978496]","[-73.83333312507486, 40.691665944978496]","[-73.81999978552486, 40.66857192344332]","[-73.83333312507486, 40.66857192344332]","[-73.83999979484986, 40.68011893421091]"
125,113.0,126.0,74.0,112.0,124.0,103.0,"[-73.81333311574986, 40.70321295574608]","[-73.81999978552486, 40.71475996651367]","[-73.83333312507486, 40.71475996651367]","[-73.81999978552486, 40.691665944978496]","[-73.83333312507486, 40.691665944978496]","[-73.83999979484986, 40.70321295574608]"
126,114.0,127.0,75.0,113.0,125.0,74.0,"[-73.81333311574986, 40.726306977281254]","[-73.81999978552486, 40.73785398804885]","[-73.83333312507486, 40.73785398804885]","[-73.81999978552486, 40.71475996651367]","[-73.83333312507486, 40.71475996651367]","[-73.83999979484986, 40.726306977281254]"
127,115.0,128.0,76.0,114.0,126.0,75.0,"[-73.81333311574986, 40.749400998816434]","[-73.81999978552486, 40.76094800958402]","[-73.83333312507486, 40.76094800958402]","[-73.81999978552486, 40.73785398804885]","[-73.83333312507486, 40.73785398804885]","[-73.83999979484986, 40.749400998816434]"
128,116.0,129.0,77.0,115.0,127.0,76.0,"[-73.81333311574986, 40.772495020351606]","[-73.81999978552486, 40.78404203111919]","[-73.83333312507486, 40.78404203111919]","[-73.81999978552486, 40.76094800958402]","[-73.83333312507486, 40.76094800958402]","[-73.83999979484986, 40.772495020351606]"
129,117.0,130.0,78.0,116.0,128.0,77.0,"[-73.81333311574986, 40.795589041886785]","[-73.81999978552486, 40.80713605265437]","[-73.83333312507486, 40.80713605265437]","[-73.81999978552486, 40.78404203111919]","[-73.83333312507486, 40.78404203111919]","[-73.83999979484986, 40.795589041886785]"
130,118.0,131.0,79.0,117.0,129.0,78.0,"[-73.81333311574986, 40.81868306342196]","[-73.81999978552486, 40.830230074189544]","[-73.83333312507486, 40.830230074189544]","[-73.81999978552486, 40.80713605265437]","[-73.83333312507486, 40.80713605265437]","[-73.83999979484986, 40.81868306342196]"
131,119.0,132.0,80.0,118.0,130.0,79.0,"[-73.81333311574986, 40.84177708495713]","[-73.81999978552486, 40.85332409572472]","[-73.83333312507486, 40.85332409572472]","[-73.81999978552486, 40.830230074189544]","[-73.83333312507486, 40.830230074189544]","[-73.83999979484986, 40.84177708495713]"
132,120.0,,81.0,119.0,131.0,80.0,"[-73.81333311574986, 40.86487110649231]","[-73.81999978552486, 40.876418117259895]","[-73.83333312507486, 40.876418117259895]","[-73.81999978552486, 40.85332409572472]","[-73.83333312507486, 40.85332409572472]","[-73.83999979484986, 40.86487110649231]"
133,,135.0,117.0,182.0,162.0,116.0,"[-73.77333309709984, 40.795589041886785]","[-73.77999976687484, 40.80713605265437]","[-73.79333310642484, 40.80713605265437]","[-73.77999976687484, 40.78404203111919]","[-73.79333310642484, 40.78404203111919]","[-73.79999977619984, 40.795589041886785]"
134,150.0,104.0,84.0,149.0,,83.0,"[-74.05333322764993, 40.58774284807021]","[-74.05999989742493, 40.59928985883779]","[-74.07333323697493, 40.59928985883779]","[-74.05999989742493, 40.57619583730262]","[-74.07333323697493, 40.57619583730262]","[-74.07999990674993, 40.58774284807021]"
135,,136.0,118.0,,133.0,117.0,"[-73.77333309709984, 40.81868306342196]","[-73.77999976687484, 40.830230074189544]","[-73.79333310642484, 40.830230074189544]","[-73.77999976687484, 40.80713605265437]","[-73.79333310642484, 40.80713605265437]","[-73.79999977619984, 40.81868306342196]"
136,183.0,137.0,119.0,,135.0,118.0,"[-73.77333309709984, 40.84177708495713]","[-73.77999976687484, 40.85332409572472]","[-73.79333310642484, 40.85332409572472]","[-73.77999976687484, 40.830230074189544]","[-73.79333310642484, 40.830230074189544]","[-73.79999977619984, 40.84177708495713]"
137,184.0,,120.0,183.0,136.0,119.0,"[-73.77333309709984, 40.86487110649231]","[-73.77999976687484, 40.876418117259895]","[-73.79333310642484, 40.876418117259895]","[-73.77999976687484, 40.85332409572472]","[-73.79333310642484, 40.85332409572472]","[-73.79999977619984, 40.86487110649231]"
138,187.0,139.0,151.0,186.0,,150.0,"[-74.01333320899991, 40.61083686960538]","[-74.01999987877491, 40.62238388037297]","[-74.03333321832493, 40.62238388037297]","[-74.01999987877491, 40.59928985883779]","[-74.03333321832493, 40.59928985883779]","[-74.03999988809993, 40.61083686960538]"
139,188.0,140.0,152.0,187.0,138.0,151.0,"[-74.01333320899991, 40.63393089114056]","[-74.01999987877491, 40.645477901908144]","[-74.03333321832493, 40.645477901908144]","[-74.01999987877491, 40.62238388037297]","[-74.03333321832493, 40.62238388037297]","[-74.03999988809993, 40.63393089114056]"
140,189.0,142.0,,188.0,139.0,152.0,"[-74.01333320899991, 40.65702491267573]","[-74.01999987877491, 40.66857192344332]","[-74.03333321832493, 40.66857192344332]","[-74.01999987877491, 40.645477901908144]","[-74.03333321832493, 40.645477901908144]","[-74.03999988809993, 40.65702491267573]"
141,163.0,143.0,155.0,190.0,,153.0,"[-73.75333308777483, 40.59928985883779]","[-73.75999975754983, 40.61083686960538]","[-73.77333309709984, 40.61083686960538]","[-73.75999975754983, 40.58774284807021]","[-73.77333309709984, 40.58774284807021]","[-73.77999976687484, 40.59928985883779]"
142,191.0,144.0,154.0,189.0,140.0,,"[-74.01333320899991, 40.68011893421091]","[-74.01999987877491, 40.691665944978496]","[-74.03333321832493, 40.691665944978496]","[-74.01999987877491, 40.66857192344332]","[-74.03333321832493, 40.66857192344332]","[-74.03999988809993, 40.68011893421091]"
143,165.0,145.0,156.0,163.0,141.0,155.0,"[-73.75333308777483, 40.62238388037297]","[-73.75999975754983, 40.63393089114056]","[-73.77333309709984, 40.63393089114056]","[-73.75999975754983, 40.61083686960538]","[-73.77333309709984, 40.61083686960538]","[-73.77999976687484, 40.62238388037297]"
144,164.0,146.0,,191.0,142.0,154.0,"[-74.01333320899991, 40.70321295574608]","[-74.01999987877491, 40.71475996651367]","[-74.03333321832493, 40.71475996651367]","[-74.01999987877491, 40.691665944978496]","[-74.03333321832493, 40.691665944978496]","[-74.03999988809993, 40.70321295574608]"
145,167.0,147.0,157.0,165.0,143.0,156.0,"[-73.75333308777483, 40.645477901908144]","[-73.75999975754983, 40.65702491267573]","[-73.77333309709984, 40.65702491267573]","[-73.75999975754983, 40.63393089114056]","[-73.77333309709984, 40.63393089114056]","[-73.77999976687484, 40.645477901908144]"
146,166.0,,,164.0,144.0,,"[-74.01333320899991, 40.726306977281254]","[-74.01999987877491, 40.73785398804885]","[-74.03333321832493, 40.73785398804885]","[-74.01999987877491, 40.71475996651367]","[-74.03333321832493, 40.71475996651367]","[-74.03999988809993, 40.726306977281254]"
147,169.0,148.0,158.0,167.0,145.0,157.0,"[-73.75333308777483, 40.66857192344332]","[-73.75999975754983, 40.68011893421091]","[-73.77333309709984, 40.68011893421091]","[-73.75999975754983, 40.65702491267573]","[-73.77333309709984, 40.65702491267573]","[-73.77999976687484, 40.66857192344332]"
148,170.0,179.0,159.0,169.0,147.0,158.0,"[-73.75333308777483, 40.691665944978496]","[-73.75999975754983, 40.70321295574608]","[-73.77333309709984, 40.70321295574608]","[-73.75999975754983, 40.68011893421091]","[-73.77333309709984, 40.68011893421091]","[-73.77999976687484, 40.691665944978496]"
149,,150.0,134.0,,,,"[-74.03333321832493, 40.57619583730262]","[-74.03999988809993, 40.58774284807021]","[-74.05333322764993, 40.58774284807021]","[-74.03999988809993, 40.564648826535034]","[-74.05333322764993, 40.564648826535034]","[-74.05999989742493, 40.57619583730262]"
150,138.0,151.0,104.0,,149.0,134.0,"[-74.03333321832493, 40.59928985883779]","[-74.03999988809993, 40.61083686960538]","[-74.05333322764993, 40.61083686960538]","[-74.03999988809993, 40.58774284807021]","[-74.05333322764993, 40.58774284807021]","[-74.05999989742493, 40.59928985883779]"
151,139.0,152.0,105.0,138.0,150.0,104.0,"[-74.03333321832493, 40.62238388037297]","[-74.03999988809993, 40.63393089114056]","[-74.05333322764993, 40.63393089114056]","[-74.03999988809993, 40.61083686960538]","[-74.05333322764993, 40.61083686960538]","[-74.05999989742493, 40.62238388037297]"
152,140.0,,107.0,139.0,151.0,105.0,"[-74.03333321832493, 40.645477901908144]","[-74.03999988809993, 40.65702491267573]","[-74.05333322764993, 40.65702491267573]","[-74.03999988809993, 40.63393089114056]","[-74.05333322764993, 40.63393089114056]","[-74.05999989742493, 40.645477901908144]"
153,141.0,155.0,108.0,,,106.0,"[-73.77333309709984, 40.58774284807021]","[-73.77999976687484, 40.59928985883779]","[-73.79333310642484, 40.59928985883779]","[-73.77999976687484, 40.57619583730262]","[-73.79333310642484, 40.57619583730262]","[-73.79999977619984, 40.58774284807021]"
154,144.0,,,142.0,,,"[-74.03333321832493, 40.691665944978496]","[-74.03999988809993, 40.70321295574608]","[-74.05333322764993, 40.70321295574608]","[-74.03999988809993, 40.68011893421091]","[-74.05333322764993, 40.68011893421091]","[-74.05999989742493, 40.691665944978496]"
155,143.0,156.0,109.0,141.0,153.0,108.0,"[-73.77333309709984, 40.61083686960538]","[-73.77999976687484, 40.62238388037297]","[-73.79333310642484, 40.62238388037297]","[-73.77999976687484, 40.59928985883779]","[-73.79333310642484, 40.59928985883779]","[-73.79999977619984, 40.61083686960538]"
156,145.0,157.0,110.0,143.0,155.0,109.0,"[-73.77333309709984, 40.63393089114056]","[-73.77999976687484, 40.645477901908144]","[-73.79333310642484, 40.645477901908144]","[-73.77999976687484, 40.62238388037297]","[-73.79333310642484, 40.62238388037297]","[-73.79999977619984, 40.63393089114056]"
157,147.0,158.0,111.0,145.0,156.0,110.0,"[-73.77333309709984, 40.65702491267573]","[-73.77999976687484, 40.66857192344332]","[-73.79333310642484, 40.66857192344332]","[-73.77999976687484, 40.645477901908144]","[-73.79333310642484, 40.645477901908144]","[-73.79999977619984, 40.65702491267573]"
158,148.0,159.0,112.0,147.0,157.0,111.0,"[-73.77333309709984, 40.68011893421091]","[-73.77999976687484, 40.691665944978496]","[-73.79333310642484, 40.691665944978496]","[-73.77999976687484, 40.66857192344332]","[-73.79333310642484, 40.66857192344332]","[-73.79999977619984, 40.68011893421091]"
159,179.0,160.0,113.0,148.0,158.0,112.0,"[-73.77333309709984, 40.70321295574608]","[-73.77999976687484, 40.71475996651367]","[-73.79333310642484, 40.71475996651367]","[-73.77999976687484, 40.691665944978496]","[-73.79333310642484, 40.691665944978496]","[-73.79999977619984, 40.70321295574608]"
160,180.0,161.0,114.0,179.0,159.0,113.0,"[-73.77333309709984, 40.726306977281254]","[-73.77999976687484, 40.73785398804885]","[-73.79333310642484, 40.73785398804885]","[-73.77999976687484, 40.71475996651367]","[-73.79333310642484, 40.71475996651367]","[-73.79999977619984, 40.726306977281254]"
161,181.0,162.0,115.0,180.0,160.0,114.0,"[-73.77333309709984, 40.749400998816434]","[-73.77999976687484, 40.76094800958402]","[-73.79333310642484, 40.76094800958402]","[-73.77999976687484, 40.73785398804885]","[-73.79333310642484, 40.73785398804885]","[-73.79999977619984, 40.749400998816434]"
162,182.0,133.0,116.0,181.0,161.0,115.0,"[-73.77333309709984, 40.772495020351606]","[-73.77999976687484, 40.78404203111919]","[-73.79333310642484, 40.78404203111919]","[-73.77999976687484, 40.76094800958402]","[-73.79333310642484, 40.76094800958402]","[-73.79999977619984, 40.772495020351606]"
163,,165.0,143.0,210.0,190.0,141.0,"[-73.73333307844982, 40.61083686960538]","[-73.73999974822482, 40.62238388037297]","[-73.75333308777483, 40.62238388037297]","[-73.73999974822482, 40.59928985883779]","[-73.75333308777483, 40.59928985883779]","[-73.75999975754983, 40.61083686960538]"
164,214.0,166.0,146.0,212.0,191.0,144.0,"[-73.99333319967491, 40.71475996651367]","[-73.99999986944991, 40.726306977281254]","[-74.01333320899991, 40.726306977281254]","[-73.99999986944991, 40.70321295574608]","[-74.01333320899991, 40.70321295574608]","[-74.01999987877491, 40.71475996651367]"
165,213.0,167.0,145.0,,163.0,143.0,"[-73.73333307844982, 40.63393089114056]","[-73.73999974822482, 40.645477901908144]","[-73.75333308777483, 40.645477901908144]","[-73.73999974822482, 40.62238388037297]","[-73.75333308777483, 40.62238388037297]","[-73.75999975754983, 40.63393089114056]"
